gene_name	transcript_id
Nedd9	ENSMUST00000163623.2
Gm26877	ENSMUST00000180728.1
Gm48571	ENSMUST00000225967.1
Gm48570	ENSMUST00000224720.1
Gm48569	ENSMUST00000223906.1
Gm32401	ENSMUST00000224440.1
Gm32401	ENSMUST00000225298.1
Gm32184	ENSMUST00000225451.1
Gm24819	ENSMUST00000175094.1
Tmem170b	ENSMUST00000221694.1
Tmem170b	ENSMUST00000129449.2
Gm5082	ENSMUST00000221920.1
Adtrp	ENSMUST00000072012.9
Adtrp	ENSMUST00000121404.7
Adtrp	ENSMUST00000179758.7
1700061E18Rik	ENSMUST00000154159.1
Gm28564	ENSMUST00000190864.1
Gm37698	ENSMUST00000192605.1
Gm10790	ENSMUST00000221285.1
Gm22157	ENSMUST00000158410.1
Gm28707	ENSMUST00000186134.1
Hivep1	ENSMUST00000060148.5
Edn1	ENSMUST00000021796.8
Gm47118	ENSMUST00000221433.1
Gm6049	ENSMUST00000222369.1
Gm47125	ENSMUST00000222839.1
Gm23086	ENSMUST00000116935.3
Phactr1	ENSMUST00000128646.7
Phactr1	ENSMUST00000149235.7
Phactr1	ENSMUST00000110161.9
Phactr1	ENSMUST00000066928.11
Phactr1	ENSMUST00000148891.7
Phactr1	ENSMUST00000131942.1
Phactr1	ENSMUST00000136576.7
Gm15810	ENSMUST00000160241.1
Gm15812	ENSMUST00000162331.2
Gm15809	ENSMUST00000159361.1
Gm26086	ENSMUST00000157902.1
Gm15813	ENSMUST00000142286.1
Tbc1d7	ENSMUST00000179852.8
Tbc1d7	ENSMUST00000021797.8
Tbc1d7	ENSMUST00000220787.1
Gfod1	ENSMUST00000055341.6
Sirt5	ENSMUST00000221481.1
Sirt5	ENSMUST00000223194.1
Sirt5	ENSMUST00000220576.1
Sirt5	ENSMUST00000221515.1
Sirt5	ENSMUST00000066804.4
Nol7	ENSMUST00000071926.4
Nol7	ENSMUST00000222499.1
Ranbp9	ENSMUST00000144326.3
Ranbp9	ENSMUST00000222651.1
Gm47597	ENSMUST00000220774.1
Gm26064	ENSMUST00000083381.1
Gm47683	ENSMUST00000221151.1
Gm7214	ENSMUST00000222428.1
Gm32939	ENSMUST00000222336.1
Mcur1	ENSMUST00000021800.5
Rnf182	ENSMUST00000059986.2
Gm47728	ENSMUST00000222349.1
Gm20751	ENSMUST00000210260.1
Cd83	ENSMUST00000015540.3
Gm33115	ENSMUST00000223487.1
Gm33115	ENSMUST00000220913.1
Gm33195	ENSMUST00000220827.1
Gm23117	ENSMUST00000158482.1
Gm2233	ENSMUST00000222566.1
Gm33489	ENSMUST00000223171.1
Gm33630	ENSMUST00000223038.1
Gm5083	ENSMUST00000163056.7
Gm33684	ENSMUST00000221119.1
A330076C08Rik	ENSMUST00000220765.1
A330076C08Rik	ENSMUST00000223513.1
Gm47781	ENSMUST00000221767.1
Gm29676	ENSMUST00000222396.1
Gm29676	ENSMUST00000222409.1
Gm33958	ENSMUST00000222879.1
Gm27007	ENSMUST00000183264.1
Gm27036	ENSMUST00000182465.1
1700029N11Rik	ENSMUST00000220639.1
Gm34084	ENSMUST00000222236.1
Gm47792	ENSMUST00000222493.1
Gm34276	ENSMUST00000222558.1
Gm47805	ENSMUST00000221956.1
Jarid2	ENSMUST00000173704.7
Jarid2	ENSMUST00000044608.13
Jarid2	ENSMUST00000173246.7
Gm22213	ENSMUST00000157564.1
Dtnbp1	ENSMUST00000220555.1
Dtnbp1	ENSMUST00000072329.14
Dtnbp1	ENSMUST00000110128.4
Dtnbp1	ENSMUST00000222805.1
Gm23104	ENSMUST00000083722.1
Hsp25-ps1	ENSMUST00000109187.2
Gm9817	ENSMUST00000054395.6
Gm40932	ENSMUST00000221315.1
Gm8513	ENSMUST00000182830.1
Gm47448	ENSMUST00000220736.1
Gm47448	ENSMUST00000222925.1
Gm34466	ENSMUST00000222218.1
Gm23755	ENSMUST00000157578.1
Mylip	ENSMUST00000038275.10
Mylip	ENSMUST00000222178.1
Gm47455	ENSMUST00000222635.1
Gm23387	ENSMUST00000158586.1
Gmpr	ENSMUST00000000260.12
Atxn1	ENSMUST00000091628.10
Atxn1	ENSMUST00000167708.3
Atxn1	ENSMUST00000180110.8
Gm47460	ENSMUST00000221126.1
4930453C13Rik	ENSMUST00000222376.1
5033430I15Rik	ENSMUST00000038032.4
Gm45949	ENSMUST00000221550.1
Gm10113	ENSMUST00000072437.4
Stmnd1	ENSMUST00000076622.3
Rbm24	ENSMUST00000037923.4
Gm35110	ENSMUST00000225579.1
Cap2	ENSMUST00000021802.15
Cap2	ENSMUST00000119341.1
Cap2	ENSMUST00000225824.1
Gm24915	ENSMUST00000157288.1
Gm47523	ENSMUST00000225040.1
Fam8a1	ENSMUST00000099547.3
Nup153	ENSMUST00000021803.9
Kif13a	ENSMUST00000056978.7
Gm24620	ENSMUST00000082624.1
Gm48250	ENSMUST00000225017.1
Gm22960	ENSMUST00000122517.1
Gm48325	ENSMUST00000224563.1
2010001K21Rik	ENSMUST00000060680.4
Gm24769	ENSMUST00000158506.1
Gm5790	ENSMUST00000225443.1
Nhlrc1	ENSMUST00000052747.3
Tpmt	ENSMUST00000021806.10
Tpmt	ENSMUST00000110118.7
Gm18807	ENSMUST00000226060.1
Kdm1b	ENSMUST00000037025.15
Dek	ENSMUST00000021807.12
1700026N04Rik	ENSMUST00000224610.1
Rnf144b	ENSMUST00000068891.11
Rnf144b	ENSMUST00000110111.3
A930002C04Rik	ENSMUST00000224519.1
Gm48581	ENSMUST00000225219.1
Gm48612	ENSMUST00000224746.1
Gm35733	ENSMUST00000224000.1
4930471G24Rik	ENSMUST00000223996.1
G630093K05Rik	ENSMUST00000223677.1
4931429P17Rik	ENSMUST00000061899.5
Gm36101	ENSMUST00000223995.1
A330033J07Rik	ENSMUST00000180921.1
Gm36346	ENSMUST00000225626.1
Gm49291	ENSMUST00000181053.2
Id4	ENSMUST00000021810.2
A330048O09Rik	ENSMUST00000180777.2
Gm8588	ENSMUST00000225756.1
Gm48648	ENSMUST00000225569.1
Zfp169	ENSMUST00000176176.7
Zfp169	ENSMUST00000177530.7
Zfp169	ENSMUST00000167682.7
Zfp169	ENSMUST00000110110.8
A830005F24Rik	ENSMUST00000065465.1
6720427I07Rik	ENSMUST00000181490.3
Mirlet7d	ENSMUST00000083519.1
Gm24111	ENSMUST00000175491.1
Mirlet7f-1	ENSMUST00000198652.1
Mirlet7a-1	ENSMUST00000083487.3
Gm37238	ENSMUST00000195552.1
Gm25232	ENSMUST00000104502.1
Ptpdc1	ENSMUST00000035824.10
Ptpdc1	ENSMUST00000238995.1
Ptpdc1	ENSMUST00000222028.1
Gm36550	ENSMUST00000221947.1
Barx1	ENSMUST00000021813.4
Rpl17-ps6	ENSMUST00000222192.1
Phf2	ENSMUST00000035540.8
Phf2os1	ENSMUST00000123212.1
Fam120a	ENSMUST00000060805.6
Wnk2	ENSMUST00000162581.7
Wnk2	ENSMUST00000110097.8
Wnk2	ENSMUST00000049265.14
Wnk2	ENSMUST00000035538.12
Wnk2	ENSMUST00000162403.7
Wnk2	ENSMUST00000159559.7
Wnk2	ENSMUST00000110096.7
Wnk2	ENSMUST00000091623.9
Ninj1	ENSMUST00000049022.14
Ninj1	ENSMUST00000120733.7
Card19	ENSMUST00000048946.6
Susd3	ENSMUST00000058196.12
Susd3	ENSMUST00000021816.11
Susd3	ENSMUST00000119721.1
Fgd3	ENSMUST00000110087.8
Fgd3	ENSMUST00000048716.10
Fgd3	ENSMUST00000110086.1
Bicd2	ENSMUST00000048544.13
Bicd2	ENSMUST00000110084.3
Bicd2	ENSMUST00000110085.10
Ippk	ENSMUST00000220447.1
Ippk	ENSMUST00000021817.9
Cenpp	ENSMUST00000021818.8
Tes3-ps	ENSMUST00000222404.1
Ecm2	ENSMUST00000051504.7
Aspn	ENSMUST00000177948.1
Aspn	ENSMUST00000021820.13
Omd	ENSMUST00000221170.1
Omd	ENSMUST00000065494.7
Ogn	ENSMUST00000021822.6
Nol8	ENSMUST00000222197.1
Nol8	ENSMUST00000223467.1
Nol8	ENSMUST00000221142.1
Nol8	ENSMUST00000021824.7
Iars	ENSMUST00000165316.7
Iars	ENSMUST00000047363.13
Iars	ENSMUST00000164260.7
Gm25394	ENSMUST00000157338.1
Gm23482	ENSMUST00000104172.1
Gm19334	ENSMUST00000238441.1
Gm270	ENSMUST00000223010.1
Gm30302	ENSMUST00000220773.1
Gm47977	ENSMUST00000223523.1
Gm7251	ENSMUST00000182661.1
Gm272	ENSMUST00000222073.1
Gm8672	ENSMUST00000221200.1
Gm19011	ENSMUST00000221777.1
Gm48009	ENSMUST00000222307.1
Gm8674	ENSMUST00000179367.2
Gm10784	ENSMUST00000178715.2
Gm48051	ENSMUST00000222996.1
Gm17611	ENSMUST00000220613.1
Gm6554	ENSMUST00000220592.1
Gm48052	ENSMUST00000220549.1
LOC667541	ENSMUST00000223408.1
Gm8700	ENSMUST00000222187.1
Gm24300	ENSMUST00000177809.1
Gm48054	ENSMUST00000223015.1
4933433N18Rik	ENSMUST00000222134.1
Gm47412	ENSMUST00000222880.1
Gm2645	ENSMUST00000223516.1
Gm47413	ENSMUST00000221451.1
Gm906	ENSMUST00000099521.1
Gm24017	ENSMUST00000178726.1
Gm31126	ENSMUST00000222366.1
Gm8739	ENSMUST00000185962.1
Fbxw17	ENSMUST00000046974.4
Gm47429	ENSMUST00000225905.1
Nutm2	ENSMUST00000096633.2
Mir683-1	ENSMUST00000179371.1
Gm20789	ENSMUST00000221002.1
Mir683-2	ENSMUST00000102099.2
Gm904	ENSMUST00000099519.1
Gm23952	ENSMUST00000179380.1
Gm8765	ENSMUST00000099518.3
4930518P08Rik	ENSMUST00000221281.1
Gm2654	ENSMUST00000221381.1
Gm19009	ENSMUST00000223072.1
Gm22199	ENSMUST00000122660.2
Spin1	ENSMUST00000095797.5
Nxnl2	ENSMUST00000021828.5
Gm44341	ENSMUST00000196168.1
Hist1h2al	ENSMUST00000091708.5
Gm29787	ENSMUST00000222129.1
Gm6056	ENSMUST00000221253.1
Gm47554	ENSMUST00000222986.1
Gm32834	ENSMUST00000222417.1
S1pr3	ENSMUST00000087978.4
Shc3	ENSMUST00000021898.5
Shc3	ENSMUST00000239056.1
Shc3	ENSMUST00000223543.2
Cks2	ENSMUST00000075853.5
Gm22806	ENSMUST00000082738.1
Secisbp2	ENSMUST00000040117.14
Secisbp2	ENSMUST00000110044.1
Sema4d	ENSMUST00000110040.8
Sema4d	ENSMUST00000021900.13
Sema4d	ENSMUST00000110039.1
Gm23566	ENSMUST00000174907.1
Gadd45g	ENSMUST00000021903.2
Gm26651	ENSMUST00000181851.1
Gm37872	ENSMUST00000192362.1
Gm48190	ENSMUST00000220666.1
4921525O09Rik	ENSMUST00000220691.1
Gm48199	ENSMUST00000222876.1
Diras2	ENSMUST00000057442.7
Syk	ENSMUST00000120135.7
Syk	ENSMUST00000118756.7
Syk	ENSMUST00000055087.6
BB123696	ENSMUST00000222580.1
Auh	ENSMUST00000021913.15
Auh	ENSMUST00000120535.7
Auh	ENSMUST00000119311.7
Auh	ENSMUST00000110031.3
n-R5s54	ENSMUST00000083837.1
Nfil3	ENSMUST00000071065.7
Gm33424	ENSMUST00000222317.1
Gm48336	ENSMUST00000222184.1
Ror2	ENSMUST00000130235.7
Ror2	ENSMUST00000021918.8
Sptlc1	ENSMUST00000021920.7
Gm2762	ENSMUST00000202976.3
Gm2762	ENSMUST00000201658.3
Gm2762	ENSMUST00000201517.3
Gm2762	ENSMUST00000202502.1
Gm2762	ENSMUST00000201815.3
Gm2762	ENSMUST00000202366.1
Gm2762	ENSMUST00000202739.1
Gm43262	ENSMUST00000202970.1
Msx2	ENSMUST00000021922.9
Gm34022	ENSMUST00000223156.1
Gm5449	ENSMUST00000081132.4
9530014B07Rik	ENSMUST00000221882.1
4930555G21Rik	ENSMUST00000221718.1
Gm34278	ENSMUST00000220534.1
Gm48548	ENSMUST00000221931.1
Gm18974	ENSMUST00000221478.1
E130119H09Rik	ENSMUST00000223176.1
Gm34557	ENSMUST00000223115.1
Gm48550	ENSMUST00000222780.1
Drd1	ENSMUST00000221470.1
Drd1	ENSMUST00000021932.5
Sfxn1	ENSMUST00000021930.9
Gm18473	ENSMUST00000220543.1
Hrh2	ENSMUST00000038101.3
Hrh2	ENSMUST00000209846.1
Gm16578	ENSMUST00000160797.1
Gm48615	ENSMUST00000221038.1
Gm48623	ENSMUST00000221369.1
Gm48623	ENSMUST00000223430.1
Gm48622	ENSMUST00000220818.1
Cplx2	ENSMUST00000026985.8
Gm16248	ENSMUST00000124238.1
Gm22668	ENSMUST00000158716.1
Thoc3	ENSMUST00000026990.5
Gm2830	ENSMUST00000140330.1
Simc1	ENSMUST00000121401.7
Simc1	ENSMUST00000118072.7
4833439L19Rik	ENSMUST00000026989.14
4833439L19Rik	ENSMUST00000153065.7
Arl10	ENSMUST00000026988.10
Gm24195	ENSMUST00000116804.3
Nop16	ENSMUST00000026987.11
Nop16	ENSMUST00000148222.1
Higd2a	ENSMUST00000026986.6
Cltb	ENSMUST00000091609.10
Cltb	ENSMUST00000049575.7
Faf2	ENSMUST00000126071.8
Faf2	ENSMUST00000026991.15
Rnf44	ENSMUST00000177950.7
Rnf44	ENSMUST00000125871.7
Rnf44	ENSMUST00000037422.15
Rnf44	ENSMUST00000134862.7
Rnf44	ENSMUST00000150806.7
Rnf44	ENSMUST00000128257.7
Cdhr2	ENSMUST00000037145.7
Gprin1	ENSMUST00000135343.1
Gprin1	ENSMUST00000099506.1
Sncb	ENSMUST00000036825.13
Sncb	ENSMUST00000134110.1
Gm16249	ENSMUST00000124055.1
Eif4e1b	ENSMUST00000132005.7
Eif4e1b	ENSMUST00000126785.7
Eif4e1b	ENSMUST00000132728.7
Eif4e1b	ENSMUST00000110003.8
Eif4e1b	ENSMUST00000152204.2
Tspan17	ENSMUST00000026993.13
Tspan17	ENSMUST00000163915.7
Tspan17	ENSMUST00000099503.9
Gm16250	ENSMUST00000148974.1
Gm29431	ENSMUST00000189848.1
5330429C05Rik	ENSMUST00000154615.2
4930526F13Rik	ENSMUST00000144718.2
Unc5a	ENSMUST00000026994.13
Unc5a	ENSMUST00000109994.8
Hk3	ENSMUST00000052949.12
Hk3	ENSMUST00000153665.7
Hk3	ENSMUST00000126234.7
Hk3	ENSMUST00000123097.7
Uimc1	ENSMUST00000026997.11
Uimc1	ENSMUST00000127195.7
Uimc1	ENSMUST00000099496.3
Gm6344	ENSMUST00000075962.8
Zfp346	ENSMUST00000021937.11
Zfp346	ENSMUST00000159278.7
Zfp346	ENSMUST00000159147.7
Gm46415	ENSMUST00000224848.1
Gm17617	ENSMUST00000164344.1
Fgfr4	ENSMUST00000005452.5
Nsd1	ENSMUST00000224973.1
Nsd1	ENSMUST00000099490.2
Nsd1	ENSMUST00000224156.1
Nsd1	ENSMUST00000224918.1
Nsd1	ENSMUST00000224693.1
Gm47816	ENSMUST00000224833.1
Rab24	ENSMUST00000035242.8
Prelid1	ENSMUST00000021942.7
Mxd3	ENSMUST00000021941.7
Lman2	ENSMUST00000021940.7
Rgs14	ENSMUST00000063771.13
Slc34a1	ENSMUST00000225259.1
Slc34a1	ENSMUST00000057167.8
Pfn3	ENSMUST00000054146.4
F12	ENSMUST00000021948.14
F12	ENSMUST00000170921.1
Grk6	ENSMUST00000224653.1
Grk6	ENSMUST00000001115.15
Grk6	ENSMUST00000224995.1
Grk6	ENSMUST00000225925.1
Grk6	ENSMUST00000099482.4
Grk6	ENSMUST00000224118.1
Mir6943	ENSMUST00000185186.1
Prr7	ENSMUST00000046533.8
Dbn1	ENSMUST00000109923.8
Dbn1	ENSMUST00000021950.14
Dbn1	ENSMUST00000109921.8
Mir6944	ENSMUST00000183653.1
Pdlim7	ENSMUST00000046246.12
Pdlim7	ENSMUST00000069968.12
Pdlim7	ENSMUST00000069929.12
Pdlim7	ENSMUST00000131306.7
Mir6945	ENSMUST00000184300.1
Dok3	ENSMUST00000047877.4
Dok3	ENSMUST00000223563.1
Ddx41	ENSMUST00000021956.8
Ddx41	ENSMUST00000224765.1
Gm46416	ENSMUST00000225184.1
Fam193b	ENSMUST00000225240.2
Fam193b	ENSMUST00000021957.7
Tmed9	ENSMUST00000224741.1
Tmed9	ENSMUST00000109905.4
B4galt7	ENSMUST00000100764.9
B4galt7	ENSMUST00000064701.7
Gm15911	ENSMUST00000138992.1
Caml	ENSMUST00000021963.4
Ddx46	ENSMUST00000172272.7
Ddx46	ENSMUST00000099479.3
Ddx46	ENSMUST00000223736.1
B230219D22Rik	ENSMUST00000057844.9
Txndc15	ENSMUST00000021959.10
Pcbd2	ENSMUST00000021958.5
Pcbd2	ENSMUST00000124968.7
4930451E10Rik	ENSMUST00000130840.1
4930451E10Rik	ENSMUST00000152292.1
Catsper3	ENSMUST00000021961.11
Catsper3	ENSMUST00000109898.2
Pitx1	ENSMUST00000021968.6
Gm47071	ENSMUST00000237678.1
Gm28760	ENSMUST00000190376.1
Gm28760	ENSMUST00000185995.1
Gm47072	ENSMUST00000225745.1
Macroh2a1	ENSMUST00000016081.12
Macroh2a1	ENSMUST00000045788.8
Gm25148	ENSMUST00000104611.1
Tifab	ENSMUST00000169652.2
Tifab	ENSMUST00000225063.1
Gm47104	ENSMUST00000225940.1
4930550C17Rik	ENSMUST00000181629.1
Neurog1	ENSMUST00000058475.5
Cxcl14	ENSMUST00000224801.1
Cxcl14	ENSMUST00000021970.10
Gm17878	ENSMUST00000224089.1
Gm24716	ENSMUST00000157524.1
Gm10782	ENSMUST00000223775.1
Gm3045	ENSMUST00000212844.1
Slc25a48	ENSMUST00000021971.5
Il9	ENSMUST00000022019.3
Fbxl21	ENSMUST00000121095.7
Fbxl21	ENSMUST00000121871.7
Fbxl21	ENSMUST00000045428.6
Lect2	ENSMUST00000062806.5
Lect2	ENSMUST00000225183.1
2010203P06Rik	ENSMUST00000224345.1
Tgfbi	ENSMUST00000045173.9
Gm27698	ENSMUST00000184060.1
Smad5	ENSMUST00000069557.13
Smad5	ENSMUST00000109876.7
Smad5	ENSMUST00000109874.1
Gm27301	ENSMUST00000184012.1
Gm27834	ENSMUST00000183427.1
Gm27271	ENSMUST00000183509.1
Gm45623	ENSMUST00000210744.1
Trpc7	ENSMUST00000022023.12
Trpc7	ENSMUST00000109871.7
Trpc7	ENSMUST00000174457.8
Trpc7	ENSMUST00000173817.8
Gm22777	ENSMUST00000104091.1
Gm48174	ENSMUST00000225562.1
Gm48176	ENSMUST00000224461.1
Spock1	ENSMUST00000187852.6
Spock1	ENSMUST00000189373.7
Spock1	ENSMUST00000185502.6
Spock1	ENSMUST00000186271.6
Spock1	ENSMUST00000172326.2
Spock1	ENSMUST00000185905.1
Klhl3	ENSMUST00000160860.8
Mir874	ENSMUST00000104769.1
Hnrnpa0	ENSMUST00000007980.6
1700066J03Rik	ENSMUST00000224280.1
1700066J03Rik	ENSMUST00000181908.1
Gm48295	ENSMUST00000223632.1
Idnk	ENSMUST00000226010.1
Idnk	ENSMUST00000051490.14
Idnk	ENSMUST00000109868.3
Ubqln1	ENSMUST00000058735.11
Ubqln1	ENSMUST00000076454.7
Gm48357	ENSMUST00000224851.1
Gm48432	ENSMUST00000223945.1
Gm48441	ENSMUST00000224942.1
Gkap1	ENSMUST00000091579.5
Gm26555	ENSMUST00000180452.7
Gm26555	ENSMUST00000180882.7
Kif27	ENSMUST00000225388.1
Kif27	ENSMUST00000043605.5
Mir6369	ENSMUST00000183772.1
Gm24284	ENSMUST00000104240.1
2210016F16Rik	ENSMUST00000022032.6
Hnrnpk	ENSMUST00000116403.8
Hnrnpk	ENSMUST00000224182.1
Hnrnpk	ENSMUST00000177497.7
Hnrnpk	ENSMUST00000225674.1
Hnrnpk	ENSMUST00000177019.7
Hnrnpk	ENSMUST00000043269.13
Hnrnpk	ENSMUST00000176207.7
Hnrnpk	ENSMUST00000176558.1
Mir7-1	ENSMUST00000083500.1
Rmi1	ENSMUST00000225828.1
Rmi1	ENSMUST00000042450.9
Rmi1	ENSMUST00000225815.1
Rmi1	ENSMUST00000224479.1
Gm47918	ENSMUST00000225848.1
Slc28a3	ENSMUST00000022036.13
Gm3131	ENSMUST00000223882.1
Gm47942	ENSMUST00000225253.1
4930455J16Rik	ENSMUST00000223707.1
4930455J16Rik	ENSMUST00000224680.1
Rpl13-ps2	ENSMUST00000225684.1
Gm47947	ENSMUST00000224161.1
Gm40968	ENSMUST00000223670.1
Ntrk2	ENSMUST00000225488.1
Ntrk2	ENSMUST00000224259.1
Ntrk2	ENSMUST00000079828.6
Ntrk2	ENSMUST00000224402.1
Ntrk2	ENSMUST00000109838.9
Ntrk2	ENSMUST00000225950.1
Ntrk2	ENSMUST00000225583.1
C630044B11Rik	ENSMUST00000225162.1
Gm47423	ENSMUST00000225867.1
4930415C11Rik	ENSMUST00000225244.1
Gm34245	ENSMUST00000224384.1
Gm34307	ENSMUST00000224127.1
Gm34354	ENSMUST00000225447.1
Gm34354	ENSMUST00000224959.1
Gm34354	ENSMUST00000225571.1
Gm34354	ENSMUST00000224190.1
Gm34354	ENSMUST00000223884.1
Gm47359	ENSMUST00000225101.1
Gm47359	ENSMUST00000224550.1
Gm34558	ENSMUST00000225924.1
Gm34672	ENSMUST00000224640.1
Gm47360	ENSMUST00000225371.1
Gm47360	ENSMUST00000224998.1
Gm47360	ENSMUST00000224237.1
Gm34721	ENSMUST00000225350.1
Gm34788	ENSMUST00000225485.1
4930455M05Rik	ENSMUST00000225307.1
Agtpbp1	ENSMUST00000022040.13
Agtpbp1	ENSMUST00000164215.7
Agtpbp1	ENSMUST00000109830.8
Agtpbp1	ENSMUST00000171606.8
Agtpbp1	ENSMUST00000167096.7
Agtpbp1	ENSMUST00000168821.7
Agtpbp1	ENSMUST00000170378.7
A930015P04Rik	ENSMUST00000225984.1
Naa35	ENSMUST00000022038.14
Gm47246	ENSMUST00000225230.1
Golm1	ENSMUST00000022039.6
Golm1	ENSMUST00000095739.9
4921517D22Rik	ENSMUST00000061597.6
Gm47269	ENSMUST00000225788.1
Spata31d1a	ENSMUST00000224982.1
Spata31d1a	ENSMUST00000066510.7
Spata31d1a	ENSMUST00000224469.1
Spata31d1b	ENSMUST00000165133.2
Spata31d1d	ENSMUST00000052978.5
Gm46419	ENSMUST00000224724.1
Gm46419	ENSMUST00000224350.1
4930528D03Rik	ENSMUST00000225577.1
4930528D03Rik	ENSMUST00000181528.1
1700014D04Rik	ENSMUST00000180139.2
1700014D04Rik	ENSMUST00000055343.2
Isca1	ENSMUST00000057115.6
Gm49354	ENSMUST00000225581.1
Etohd2	ENSMUST00000162450.2
Tut7	ENSMUST00000071703.5
Tut7	ENSMUST00000225576.1
Gm48194	ENSMUST00000226102.1
Gm34961	ENSMUST00000224737.1
Gm48384	ENSMUST00000225895.1
Gm19866	ENSMUST00000224295.1
Gm48390	ENSMUST00000225115.1
A530065N20Rik	ENSMUST00000225266.1
A530065N20Rik	ENSMUST00000225586.1
Gm48396	ENSMUST00000223983.1
Gm48397	ENSMUST00000224326.1
Gas1	ENSMUST00000065086.5
Gas1	ENSMUST00000223933.1
Gm48488	ENSMUST00000225172.1
Gm5084	ENSMUST00000224064.1
Gm24999	ENSMUST00000117018.1
Gm10779	ENSMUST00000225199.1
Gm35333	ENSMUST00000225539.1
Gm48500	ENSMUST00000225097.1
A530001N23Rik	ENSMUST00000225276.1
Gm25000	ENSMUST00000117016.1
Dapk1	ENSMUST00000226059.1
Dapk1	ENSMUST00000077453.12
Dapk1	ENSMUST00000044083.8
Gm48582	ENSMUST00000225376.1
Gm48583	ENSMUST00000225897.1
Gm10312	ENSMUST00000078515.6
BC051665	ENSMUST00000026078.9
Ctsll3	ENSMUST00000043754.7
4930486L24Rik	ENSMUST00000091569.6
Gm49392	ENSMUST00000225690.1
Gm49393	ENSMUST00000225382.1
Ctla2b	ENSMUST00000021884.9
Ctla2b	ENSMUST00000171347.8
Gm49391	ENSMUST00000225859.1
Gm49391	ENSMUST00000225167.1
Tpbpb	ENSMUST00000080766.7
Tpbpb	ENSMUST00000223978.1
Tpbpb	ENSMUST00000223698.1
Gm24594	ENSMUST00000122502.1
Ctla2a	ENSMUST00000021880.9
Tpbpa	ENSMUST00000021885.7
Tpbpa	ENSMUST00000225275.1
Gm40975	ENSMUST00000224761.1
Gm40976	ENSMUST00000225914.1
Ctsj	ENSMUST00000224224.1
Ctsj	ENSMUST00000071526.5
Ctsq	ENSMUST00000021888.8
Gm18064	ENSMUST00000224678.1
Ctsr	ENSMUST00000021889.5
Cts6	ENSMUST00000021890.4
Cts8	ENSMUST00000021891.4
Gm49398	ENSMUST00000223988.1
Cts8-ps	ENSMUST00000224763.1
Cts8-ps	ENSMUST00000223587.1
Cts8-ps	ENSMUST00000225290.1
Gm5664	ENSMUST00000224321.1
Gm27704	ENSMUST00000185094.1
Cts7	ENSMUST00000224986.1
Cts7	ENSMUST00000021892.6
Cts7	ENSMUST00000225321.1
Cts7-ps	ENSMUST00000225483.1
Gm47825	ENSMUST00000224020.1
Ctsm-ps2	ENSMUST00000225450.1
Gm47848	ENSMUST00000225959.1
Ctsm	ENSMUST00000223778.1
Ctsm	ENSMUST00000099451.3
Gm49352	ENSMUST00000225902.1
Cts3	ENSMUST00000223815.1
Cts3	ENSMUST00000054702.8
Gm49357	ENSMUST00000222397.1
Gm7622	ENSMUST00000222707.1
Gm6474	ENSMUST00000223250.1
Gm48116	ENSMUST00000220710.1
Gm6436	ENSMUST00000077163.3
Gm9595	ENSMUST00000222177.1
Selenok-ps4	ENSMUST00000178835.2
Gm23739	ENSMUST00000102295.2
Gm7240	ENSMUST00000221961.1
Gm7240	ENSMUST00000222847.1
Gm7240	ENSMUST00000220769.1
Gm24193	ENSMUST00000116801.1
Gm35619	ENSMUST00000222548.1
Gm48228	ENSMUST00000220886.1
Selenok-ps8	ENSMUST00000221926.1
Gm25649	ENSMUST00000178476.1
Gm3325	ENSMUST00000220871.1
Gm3325	ENSMUST00000221814.1
Gm6478	ENSMUST00000099450.2
Gm40977	ENSMUST00000222324.1
Selenok-ps5	ENSMUST00000221048.1
Zfp808	ENSMUST00000221772.1
Zfp808	ENSMUST00000099449.3
Gm23713	ENSMUST00000157353.1
Gm24539	ENSMUST00000101994.2
Gm36501	ENSMUST00000221857.1
Gm3333	ENSMUST00000221637.1
Gm3333	ENSMUST00000221763.1
Gm3338	ENSMUST00000220982.1
Gm19792	ENSMUST00000222522.1
Gm3604	ENSMUST00000187656.6
Gm3604	ENSMUST00000107989.6
Gm3604	ENSMUST00000202194.1
Gm25933	ENSMUST00000178943.1
Gm23855	ENSMUST00000158377.1
Gm48690	ENSMUST00000222983.1
Selenok-ps6	ENSMUST00000221812.1
Gm48691	ENSMUST00000221652.1
Gm48691	ENSMUST00000221436.1
Gm48699	ENSMUST00000220732.1
Gm48701	ENSMUST00000221260.1
Gm49359	ENSMUST00000221747.1
Gm49359	ENSMUST00000223247.1
Zfp935	ENSMUST00000076195.6
Gm22256	ENSMUST00000102291.1
Zfp934	ENSMUST00000222429.1
Zfp934	ENSMUST00000222746.1
Zfp934	ENSMUST00000101547.11
Zfp934	ENSMUST00000220648.1
Zfp934	ENSMUST00000082203.6
Gm7664	ENSMUST00000221988.1
Gm24095	ENSMUST00000083063.2
Gm22615	ENSMUST00000158102.1
6720489N17Rik	ENSMUST00000201563.3
6720489N17Rik	ENSMUST00000223338.1
6720489N17Rik	ENSMUST00000091563.4
Gm24020	ENSMUST00000180156.1
Gm36298	ENSMUST00000223394.1
Gm7045	ENSMUST00000221466.1
Platr25	ENSMUST00000221996.1
Platr25	ENSMUST00000220733.1
Platr25	ENSMUST00000222477.1
Platr25	ENSMUST00000143260.1
Platr25	ENSMUST00000222602.1
Platr25	ENSMUST00000222303.1
